[OUTPUT]0.921060,0.425797,0.403636,0.030715,-0.885772,-0.247275,0.735561,0.105465,-0.802356,-0.496256,-0.920733,-0.581521,0.935191,0.317238,0.003002,-0.922981
[OUTPUT]-0.879334,-0.640228,0.839249,0.023482,-0.540938,0.802633,-0.606537,0.688808,-0.628394,0.101479,0.482763,-0.133030,-0.880715,-0.654144,-0.773193,0.616438
[OUTPUT]-0.658732,0.818837,0.426621,0.590148,0.699796,-0.583585,-0.054610,0.514838,-0.121474,-0.887865,0.173602,-0.948203,-0.670601,0.020399,0.177220,-0.549446
[OUTPUT]-0.658732,0.818837,0.426621,0.590148,0.699796,-0.583585,-0.054610,0.514838,-0.121474,-0.887865,0.173602,-0.948203,-0.670601,0.020399,0.177220,-0.549446
[OUTPUT]-0.916672,0.438292,-0.612921,0.773869,-0.044561,0.880783,-0.820628,0.501351,0.857058,0.390680,0.655897,0.001165,0.300883,-0.159834,-0.069333,-0.652656
[OUTPUT]0.909387,0.427696,0.415396,0.023584,-0.885989,-0.232333,0.737045,0.108910,-0.818352,-0.477376,-0.927423,-0.562243,0.932743,0.326225,0.011571,-0.904000
[OUTPUT]-0.605347,0.090102,0.609230,-0.364534,-0.016258,0.772092,0.069680,0.182600,-0.823478,0.966173,-0.337044,0.984017,-0.134313,0.452371,0.430428,0.976698
[OUTPUT]0.993876,-0.818912,0.049160,-0.753035,-0.553889,0.758356,0.554403,-0.623433,-0.259422,0.016790,-0.921738,-0.375217,0.147836,-0.469239,0.462341,0.122965
[OUTPUT]-0.869508,-0.637887,0.838896,0.014706,-0.535183,0.807111,-0.610846,0.690228,-0.624978,0.098819,0.490698,-0.140691,-0.885881,-0.647397,-0.778868,0.612841
[OUTPUT]0.984839,0.233648,-0.035815,-0.879602,0.575782,0.449158,-0.431495,0.141676,0.342281,-0.265620,0.794551,-0.766425,-0.516771,0.675741,-0.568578,-0.359764
[OUTPUT]-0.013662,-0.328149,0.638905,0.130879,0.633231,-0.389049,-0.330547,-0.507696,-0.157492,0.062884,0.253735,0.800204,0.745938,0.144718,-0.239747,0.719049
[OUTPUT]-0.648886,0.821173,0.426263,0.581354,0.705553,-0.579094,-0.058924,0.516255,-0.118052,-0.890520,0.181546,-0.955866,-0.675767,0.027155,0.171536,-0.553043
[OUTPUT]1.004079,-0.366647,0.859724,-0.122036,0.419513,0.686716,-0.383791,-0.643428,-0.025409,0.650472,0.390644,0.321168,0.816956,-0.988946,0.775094,0.357803
[OUTPUT]0.964548,0.007197,0.384946,-0.415350,0.618330,0.751295,0.977606,-0.521950,-0.606579,0.639509,-0.775349,-0.319479,0.831076,-0.240864,0.654817,-0.718152
[OUTPUT]0.103926,-0.996023,0.243298,-0.007219,-0.461952,-0.227753,0.517099,-0.768876,0.619788,-0.717524,-0.646730,-0.403424,-0.755709,-0.912842,0.062405,0.920623
[OUTPUT]0.532214,0.234569,0.184321,-0.704645,0.023340,0.786531,0.567961,-0.282830,-0.368144,-0.901147,0.473634,-0.263915,-0.433691,-0.688961,-0.815372,-0.945467
[OUTPUT]0.765234,-0.201392,-0.000533,0.774873,0.458159,-0.795103,-0.000813,0.686313,-0.377074,-0.529460,-0.005927,0.242799,0.916452,-0.507848,-0.367214,0.943209
[OUTPUT]0.722277,-0.005455,-0.291513,-0.775073,0.117238,0.593836,-0.010768,0.707408,-0.511233,-0.781110,0.009952,-0.973220,0.558455,0.110520,-0.569440,-0.599438
[OUTPUT]0.161624,-0.387043,-0.248548,0.306342,-0.958972,-0.282676,0.322154,-0.149104,0.982688,0.850894,0.635758,-0.576914,0.093768,-0.782197,-0.466389,-0.831633
[OUTPUT]0.678175,0.339051,0.856835,-0.804427,0.887768,-0.422033,0.301859,0.425874,0.251634,-0.077383,0.273105,0.780718,0.898884,0.644176,0.635907,-0.116260
[OUTPUT]-0.073554,-0.599148,0.488816,0.894666,-0.371995,-0.840192,-0.591994,0.157122,0.450549,-0.899667,-0.879198,-0.037612,-0.570074,-0.938749,-0.872622,-0.755112
[OUTPUT]0.735760,0.526643,-0.826290,0.688215,-0.750647,-0.049823,-0.794992,-0.442351,-0.988222,-0.444103,0.551925,0.651644,-0.316369,0.663358,-0.143058,-0.917498
[OUTPUT]0.689027,0.886214,-0.459371,-0.131004,0.367658,0.261314,-0.126670,-0.410393,0.575357,-0.541183,0.796069,-0.162909,-0.122641,0.872275,-0.579420,-0.597069
[OUTPUT]-0.021703,0.697649,-0.112268,-0.862253,0.783593,0.186018,0.409477,0.440772,-0.695785,-0.661023,0.386730,-0.150323,0.099550,0.895029,0.708054,-0.309297
[OUTPUT]0.013354,0.096000,0.208501,0.295930,0.404770,0.508638,0.595756,0.693290,0.800264,0.905768,1.004711,1.100975,1.207052,1.291259,1.406836,1.502871
[OUTPUT]0.008258,0.099655,0.201905,0.295016,0.403818,0.505674,0.604528,0.697006,0.797459,0.902607,0.996916,1.096185,1.203132,1.299834,1.402486,1.495697
[OUTPUT]0.007091,0.100578,0.201840,0.295891,0.404419,0.504789,0.603875,0.697728,0.797766,0.902572,0.997976,1.096626,1.202944,1.300363,1.401947,1.495583
[OUTPUT]0.018218,0.096033,0.210447,0.293837,0.407888,0.512432,0.600695,0.690654,0.797197,0.909000,1.000791,1.099366,1.211251,1.290037,1.410145,1.499248
[OUTPUT]-0.916672,0.438292,-0.612921,0.773869,-0.044561,0.880783,-0.820628,0.501351,0.857058,0.390680,0.655897,0.001165,0.300884,-0.159834,-0.069333,-0.652656
[OUTPUT]0.921060,0.425797,0.403636,0.030715,-0.885772,-0.247275,0.735561,0.105465,-0.802356,-0.496256,-0.920733,-0.581521,0.935191,0.317238,0.003002,-0.922981
[OUTPUT]-0.594767,0.097340,0.601650,-0.364719,-0.012589,0.763606,0.077189,0.175926,-0.818794,0.964213,-0.343686,0.984235,-0.123678,0.459546,0.438176,0.968753
[OUTPUT]0.993888,-0.818917,0.049171,-0.753037,-0.553882,0.758365,0.554397,-0.623441,-0.259421,0.016799,-0.921732,-0.375213,0.147846,-0.469252,0.462351,0.122971
[OUTPUT]-0.879939,-0.640138,0.839858,0.023118,-0.540955,0.803405,-0.606468,0.688991,-0.629217,0.102445,0.482427,-0.132046,-0.880850,-0.653692,-0.772763,0.617415
[OUTPUT]0.983322,0.233832,-0.034551,-0.879006,0.575953,0.449385,-0.432164,0.142882,0.341539,-0.266411,0.795223,-0.767521,-0.518331,0.675121,-0.569185,-0.359705
[OUTPUT]-0.013662,-0.328149,0.638905,0.130879,0.633231,-0.389049,-0.330547,-0.507696,-0.157492,0.062884,0.253735,0.800204,0.745938,0.144718,-0.239747,0.719049
[OUTPUT]-0.658732,0.818837,0.426621,0.590148,0.699796,-0.583585,-0.054610,0.514838,-0.121474,-0.887865,0.173602,-0.948203,-0.670601,0.020399,0.177220,-0.549446
[OUTPUT]0.994450,-0.366718,0.855882,-0.117889,0.413343,0.679216,-0.393549,-0.638217,-0.019354,0.644089,0.398384,0.324358,0.808660,-0.986542,0.768558,0.364971
[OUTPUT]0.965550,0.006831,0.385804,-0.415471,0.618749,0.751981,0.977223,-0.522592,-0.606605,0.640158,-0.774959,-0.319159,0.831892,-0.241851,0.655591,-0.717795
[OUTPUT]0.103926,-0.996023,0.243298,-0.007219,-0.461952,-0.227753,0.517099,-0.768876,0.619788,-0.717524,-0.646730,-0.403424,-0.755709,-0.912842,0.062405,0.920623
[OUTPUT]0.532214,0.234569,0.184321,-0.704645,0.023340,0.786531,0.567961,-0.282830,-0.368144,-0.901147,0.473634,-0.263915,-0.433691,-0.688961,-0.815372,-0.945467
[OUTPUT]0.765234,-0.201392,-0.000533,0.774873,0.458159,-0.795103,-0.000813,0.686313,-0.377074,-0.529460,-0.005927,0.242799,0.916452,-0.507848,-0.367214,0.943209
[OUTPUT]0.722277,-0.005455,-0.291513,-0.775073,0.117238,0.593836,-0.010768,0.707408,-0.511233,-0.781110,0.009952,-0.973220,0.558455,0.110520,-0.569440,-0.599438
