[OUTPUT]-0.916672,0.438292,-0.612921,0.773869,-0.044561,0.880783,-0.820628,0.501351,0.857058,0.390680,0.655897,0.001165,0.300884,-0.159834,-0.069333,-0.652656
[OUTPUT]0.930991,0.417615,0.404127,0.023190,-0.891307,-0.239698,0.741100,0.099236,-0.804948,-0.496089,-0.929943,-0.585270,0.936668,0.312550,0.007622,-0.921752
[OUTPUT]-0.596557,0.096502,0.600840,-0.364769,-0.010851,0.764069,0.075744,0.175715,-0.817197,0.965158,-0.341870,0.985347,-0.125509,0.458910,0.438157,0.970536
[OUTPUT]0.993753,-0.822197,0.055559,-0.751728,-0.547553,0.754476,0.551093,-0.628516,-0.260996,0.017427,-0.919196,-0.367214,0.155304,-0.467805,0.459954,0.130158
[OUTPUT]-0.879334,-0.640228,0.839249,0.023482,-0.540938,0.802633,-0.606537,0.688808,-0.628394,0.101479,0.482763,-0.133030,-0.880715,-0.654144,-0.773193,0.616439
[OUTPUT]0.984839,0.233648,-0.035815,-0.879602,0.575782,0.449158,-0.431495,0.141676,0.342281,-0.265620,0.794551,-0.766425,-0.516771,0.675741,-0.568578,-0.359764
[OUTPUT]-0.013662,-0.328149,0.638905,0.130879,0.633231,-0.389049,-0.330547,-0.507696,-0.157492,0.062884,0.253735,0.800204,0.745938,0.144718,-0.239747,0.719049
[OUTPUT]-0.658732,0.818837,0.426621,0.590148,0.699796,-0.583585,-0.054610,0.514838,-0.121474,-0.887865,0.173602,-0.948203,-0.670601,0.020399,0.177220,-0.549446
[OUTPUT]0.994452,-0.366719,0.855882,-0.117890,0.413342,0.679217,-0.393548,-0.638218,-0.019355,0.644089,0.398383,0.324357,0.808661,-0.986542,0.768558,0.364971
[OUTPUT]0.958113,0.015196,0.389114,-0.409585,0.625166,0.745595,0.977072,-0.516921,-0.607766,0.630836,-0.773653,-0.328741,0.824526,-0.240665,0.656548,-0.723519
[OUTPUT]0.103926,-0.996023,0.243298,-0.007219,-0.461952,-0.227753,0.517099,-0.768876,0.619788,-0.717524,-0.646730,-0.403424,-0.755709,-0.912842,0.062405,0.920623
[OUTPUT]0.532214,0.234569,0.184321,-0.704645,0.023340,0.786531,0.567961,-0.282830,-0.368144,-0.901147,0.473634,-0.263915,-0.433691,-0.688961,-0.815372,-0.945467
[OUTPUT]0.765234,-0.201392,-0.000533,0.774873,0.458159,-0.795103,-0.000813,0.686313,-0.377074,-0.529460,-0.005927,0.242799,0.916452,-0.507848,-0.367214,0.943209
[OUTPUT]0.722277,-0.005455,-0.291513,-0.775073,0.117238,0.593836,-0.010768,0.707408,-0.511233,-0.781110,0.009952,-0.973220,0.558455,0.110520,-0.569440,-0.599438
[OUTPUT]0.161624,-0.387043,-0.248548,0.306342,-0.958972,-0.282676,0.322154,-0.149104,0.982688,0.850894,0.635758,-0.576914,0.093768,-0.782197,-0.466389,-0.831633
